matiere;classe/grpe;moy_eleve;devoir1___note;devoir2___note;devoir3___note;devoir4___note;devoir5___note;devoir6___note;devoir7___note;devoir8___note;devoir9___note;devoir10___note;devoir11___note;devoir12___note;devoir13___note;devoir14___note;devoir15___note;devoir16___note;devoir17___note;devoir18___note;devoir19___note;devoir20___note;devoir21___note;devoir22___note;devoir23___note;devoir24___note;devoir1___coeff;devoir2___coeff;devoir3___coeff;devoir4___coeff;devoir5___coeff;devoir6___coeff;devoir7___coeff;devoir8___coeff;devoir9___coeff;devoir10___coeff;devoir11___coeff;devoir12___coeff;devoir13___coeff;devoir14___coeff;devoir15___coeff;devoir16___coeff;devoir17___coeff;devoir18___coeff;devoir19___coeff;devoir20___coeff;devoir21___coeff;devoir22___coeff;devoir23___coeff;devoir24___coeff;devoir1___date;devoir2___date;devoir3___date;devoir4___date;devoir5___date;devoir6___date;devoir7___date;devoir8___date;devoir9___date;devoir10___date;devoir11___date;devoir12___date;devoir13___date;devoir14___date;devoir15___date;devoir16___date;devoir17___date;devoir18___date;devoir19___date;devoir20___date;devoir21___date;devoir22___date;devoir23___date;devoir24___date;devoir1___periode_notation;devoir2___periode_notation;devoir3___periode_notation;devoir4___periode_notation;devoir5___periode_notation;devoir6___periode_notation;devoir7___periode_notation;devoir8___periode_notation;devoir9___periode_notation;devoir10___periode_notation;devoir11___periode_notation;devoir12___periode_notation;devoir13___periode_notation;devoir14___periode_notation;devoir15___periode_notation;devoir16___periode_notation;devoir17___periode_notation;devoir18___periode_notation;devoir19___periode_notation;devoir20___periode_notation;devoir21___periode_notation;devoir22___periode_notation;devoir23___periode_notation;devoir24___periode_notation;eleve_id;prof_id
ARABE SI;6B;;;;;;;;;;;;;;;;;;;;;;;;;;1,00;1,00;1,00;1,00;;;;;;;;;;;;;;;;;;;;;02/02/2024;09/02/2024;15/05/2024;07/06/2024;;;;;;;;;;;;;;;;;;;;;Trimestre 1;Trimestre 2;Trimestre 3;Trimestre 3;;;;;;;;;;;;;;;;;;;;;eL8PGgricIsrnj7VmaenJ6RgcT56w5O2_tVY21BKjdw;4JI_xxMQTpYhRq6-TKB3Fd78f3XHX2_O8ZTz1YhMlNk
ARABE SI;6B;;;;;;;;;;;;;;;;;;;;;;;;;;1,00;1,00;1,00;1,00;;;;;;;;;;;;;;;;;;;;;02/02/2024;09/02/2024;15/05/2024;07/06/2024;;;;;;;;;;;;;;;;;;;;;Trimestre 1;Trimestre 2;Trimestre 3;Trimestre 3;;;;;;;;;;;;;;;;;;;;;R3j2R9l_aD747y1FuIvTVrkcpZ4GgMGnraerUIDSdZo;4JI_xxMQTpYhRq6-TKB3Fd78f3XHX2_O8ZTz1YhMlNk
ARABE SI;6B;;;;;;;;;;;;;;;;;;;;;;;;;;1,00;1,00;1,00;1,00;;;;;;;;;;;;;;;;;;;;;02/02/2024;09/02/2024;15/05/2024;07/06/2024;;;;;;;;;;;;;;;;;;;;;Trimestre 1;Trimestre 2;Trimestre 3;Trimestre 3;;;;;;;;;;;;;;;;;;;;;SHSsPgbi5BlYrnCmuWleygH_tfqYvy_YxugirX8LGV0;4JI_xxMQTpYhRq6-TKB3Fd78f3XHX2_O8ZTz1YhMlNk
ARABE SI;6B;;;;;;;;;;;;;;;;;;;;;;;;;;1,00;1,00;1,00;1,00;;;;;;;;;;;;;;;;;;;;;02/02/2024;09/02/2024;15/05/2024;07/06/2024;;;;;;;;;;;;;;;;;;;;;Trimestre 1;Trimestre 2;Trimestre 3;Trimestre 3;;;;;;;;;;;;;;;;;;;;;ontjy1eKIChZn7LV1VBXQM_KJwE1-1so5Ax3GYtdezQ;4JI_xxMQTpYhRq6-TKB3Fd78f3XHX2_O8ZTz1YhMlNk
ARABE SI;6B;;;;;;;;;;;;;;;;;;;;;;;;;;1,00;1,00;1,00;1,00;;;;;;;;;;;;;;;;;;;;;02/02/2024;09/02/2024;15/05/2024;07/06/2024;;;;;;;;;;;;;;;;;;;;;Trimestre 1;Trimestre 2;Trimestre 3;Trimestre 3;;;;;;;;;;;;;;;;;;;;;K94HBGlqVMzS8NTERhieU9rXW_DMotS3awCdP4eCmxM;4JI_xxMQTpYhRq6-TKB3Fd78f3XHX2_O8ZTz1YhMlNk
ARABE SI;6B;;;;;;;;;;;;;;;;;;;;;;;;;;1,00;1,00;1,00;1,00;;;;;;;;;;;;;;;;;;;;;02/02/2024;09/02/2024;15/05/2024;07/06/2024;;;;;;;;;;;;;;;;;;;;;Trimestre 1;Trimestre 2;Trimestre 3;Trimestre 3;;;;;;;;;;;;;;;;;;;;;3gxXu8cFCDMOoZJEga90NN5EcWlloEDMH5zsLTBIYXE;4JI_xxMQTpYhRq6-TKB3Fd78f3XHX2_O8ZTz1YhMlNk
ARABE SI;6B;;;;;;;;;;;;;;;;;;;;;;;;;;1,00;1,00;1,00;1,00;;;;;;;;;;;;;;;;;;;;;02/02/2024;09/02/2024;15/05/2024;07/06/2024;;;;;;;;;;;;;;;;;;;;;Trimestre 1;Trimestre 2;Trimestre 3;Trimestre 3;;;;;;;;;;;;;;;;;;;;;V0HWUKgQU7ynWQdI4315Cx-zDTZn21aUO0dKTZwHXvE;4JI_xxMQTpYhRq6-TKB3Fd78f3XHX2_O8ZTz1YhMlNk
ARABE SI;6B;;;;;;;;;;;;;;;;;;;;;;;;;;1,00;1,00;1,00;1,00;;;;;;;;;;;;;;;;;;;;;02/02/2024;09/02/2024;15/05/2024;07/06/2024;;;;;;;;;;;;;;;;;;;;;Trimestre 1;Trimestre 2;Trimestre 3;Trimestre 3;;;;;;;;;;;;;;;;;;;;;ZmB2fdr8PPpSJbbTcBiQblWMFWvLu0a-1j6nfK9NcvE;4JI_xxMQTpYhRq6-TKB3Fd78f3XHX2_O8ZTz1YhMlNk
ARABE SI;6B;;;;;;;;;;;;;;;;;;;;;;;;;;1,00;1,00;1,00;1,00;;;;;;;;;;;;;;;;;;;;;02/02/2024;09/02/2024;15/05/2024;07/06/2024;;;;;;;;;;;;;;;;;;;;;Trimestre 1;Trimestre 2;Trimestre 3;Trimestre 3;;;;;;;;;;;;;;;;;;;;;6f40NN6_onsOjdsNneeUruTeNvn2kiFwOW5zKB7gQlI;4JI_xxMQTpYhRq6-TKB3Fd78f3XHX2_O8ZTz1YhMlNk
ARABE SI;6B;;;;;;;;;;;;;;;;;;;;;;;;;;1,00;1,00;1,00;1,00;;;;;;;;;;;;;;;;;;;;;02/02/2024;09/02/2024;15/05/2024;07/06/2024;;;;;;;;;;;;;;;;;;;;;Trimestre 1;Trimestre 2;Trimestre 3;Trimestre 3;;;;;;;;;;;;;;;;;;;;;WgOuSMmIl3OoTDUzRJRz6R0_UJ4cW9uIrW0FsacqKBk;4JI_xxMQTpYhRq6-TKB3Fd78f3XHX2_O8ZTz1YhMlNk
ARABE SI;6B;;;;;;;;;;;;;;;;;;;;;;;;;;1,00;1,00;1,00;1,00;;;;;;;;;;;;;;;;;;;;;02/02/2024;09/02/2024;15/05/2024;07/06/2024;;;;;;;;;;;;;;;;;;;;;Trimestre 1;Trimestre 2;Trimestre 3;Trimestre 3;;;;;;;;;;;;;;;;;;;;;P60_49b_Xqb6cZqhl3nN18usvG6xKeuFSCMSW3_Ap08;4JI_xxMQTpYhRq6-TKB3Fd78f3XHX2_O8ZTz1YhMlNk
ARABE SI;6B;;;;;;;;;;;;;;;;;;;;;;;;;;1,00;1,00;1,00;1,00;;;;;;;;;;;;;;;;;;;;;02/02/2024;09/02/2024;15/05/2024;07/06/2024;;;;;;;;;;;;;;;;;;;;;Trimestre 1;Trimestre 2;Trimestre 3;Trimestre 3;;;;;;;;;;;;;;;;;;;;;F7jvfA1sfJRS4hoeBAckWXKtmijLJ1-N826fAJ-Mcu4;4JI_xxMQTpYhRq6-TKB3Fd78f3XHX2_O8ZTz1YhMlNk
ARABE SI;6B;;;;;;;;;;;;;;;;;;;;;;;;;;1,00;1,00;1,00;1,00;;;;;;;;;;;;;;;;;;;;;02/02/2024;09/02/2024;15/05/2024;07/06/2024;;;;;;;;;;;;;;;;;;;;;Trimestre 1;Trimestre 2;Trimestre 3;Trimestre 3;;;;;;;;;;;;;;;;;;;;;X4mBi76LQyjySwO4k9rY8Wcdew8iI6Yb8hdEaxXyoX4;4JI_xxMQTpYhRq6-TKB3Fd78f3XHX2_O8ZTz1YhMlNk
ARABE SI;6B;;;;;;;;;;;;;;;;;;;;;;;;;;1,00;1,00;1,00;1,00;;;;;;;;;;;;;;;;;;;;;02/02/2024;09/02/2024;15/05/2024;07/06/2024;;;;;;;;;;;;;;;;;;;;;Trimestre 1;Trimestre 2;Trimestre 3;Trimestre 3;;;;;;;;;;;;;;;;;;;;;0DfSEwZh4Y8ECT3qsHm4OD2S7658Uwj2fqX3OurVAV0;4JI_xxMQTpYhRq6-TKB3Fd78f3XHX2_O8ZTz1YhMlNk
ARABE SI;6B;;;;;;;;;;;;;;;;;;;;;;;;;;1,00;1,00;1,00;1,00;;;;;;;;;;;;;;;;;;;;;02/02/2024;09/02/2024;15/05/2024;07/06/2024;;;;;;;;;;;;;;;;;;;;;Trimestre 1;Trimestre 2;Trimestre 3;Trimestre 3;;;;;;;;;;;;;;;;;;;;;2qusmN-Q52_yFriAED4-fiQWhOOFgOju9xMwIBBRq7o;4JI_xxMQTpYhRq6-TKB3Fd78f3XHX2_O8ZTz1YhMlNk
ARABE SI;6B;;;;;;;;;;;;;;;;;;;;;;;;;;1,00;1,00;1,00;1,00;;;;;;;;;;;;;;;;;;;;;02/02/2024;09/02/2024;15/05/2024;07/06/2024;;;;;;;;;;;;;;;;;;;;;Trimestre 1;Trimestre 2;Trimestre 3;Trimestre 3;;;;;;;;;;;;;;;;;;;;;2GOQP4QBOXhn-w8FY3MBtM-PpwfhzPWKKc46TFacXWw;4JI_xxMQTpYhRq6-TKB3Fd78f3XHX2_O8ZTz1YhMlNk
ARABE SI;6B;;;;;;;;;;;;;;;;;;;;;;;;;;1,00;1,00;1,00;1,00;;;;;;;;;;;;;;;;;;;;;02/02/2024;09/02/2024;15/05/2024;07/06/2024;;;;;;;;;;;;;;;;;;;;;Trimestre 1;Trimestre 2;Trimestre 3;Trimestre 3;;;;;;;;;;;;;;;;;;;;;Le-08H1cTc1iW9jCS0wNnVpfaUiq1JVaFPkuu-0vbPA;4JI_xxMQTpYhRq6-TKB3Fd78f3XHX2_O8ZTz1YhMlNk
ARABE SI;6B;;;;;;;;;;;;;;;;;;;;;;;;;;1,00;1,00;1,00;1,00;;;;;;;;;;;;;;;;;;;;;02/02/2024;09/02/2024;15/05/2024;07/06/2024;;;;;;;;;;;;;;;;;;;;;Trimestre 1;Trimestre 2;Trimestre 3;Trimestre 3;;;;;;;;;;;;;;;;;;;;;SwLsoT5olRyjHTxXFMRoBoH2qJNiSDtj21pfWis_oUw;4JI_xxMQTpYhRq6-TKB3Fd78f3XHX2_O8ZTz1YhMlNk
ARABE SI;6B;;;;;;;;;;;;;;;;;;;;;;;;;;1,00;1,00;1,00;1,00;;;;;;;;;;;;;;;;;;;;;02/02/2024;09/02/2024;15/05/2024;07/06/2024;;;;;;;;;;;;;;;;;;;;;Trimestre 1;Trimestre 2;Trimestre 3;Trimestre 3;;;;;;;;;;;;;;;;;;;;;-YFmqgZVsV2oUpgKhxn0cE4yjWFy3gbRBTnDCuWC4Yg;4JI_xxMQTpYhRq6-TKB3Fd78f3XHX2_O8ZTz1YhMlNk
HISTOIRE GEOGRAPHIE;6B;9,93;8,50;17,00;6,50;9,50;9,00;3,50;18,00;;;;;;;;;;;;;;;;;;1,00;1,00;1,00;1,00;1,00;1,00;1,00;;;;;;;;;;;;;;;;;;09/10/2023;03/11/2023;15/12/2023;19/01/2024;11/03/2024;15/03/2024;24/05/2024;;;;;;;;;;;;;;;;;;Trimestre 1;Trimestre 1;Trimestre 1;Trimestre 2;Trimestre 2;Trimestre 3;Trimestre 3;;;;;;;;;;;;;;;;;;ww8mP6wci6pu9RRqK6lcvQQHXgUF0D3t8YtsbDWAEcQ;169qgqWJKYu0X6AGwgni4tp2-GfqtRj4IUeZ5eBOvFo
HISTOIRE GEOGRAPHIE;6B;12,55;9,50;20,50;8,50;16,50;11,50;8,00;16,50;;;;;;;;;;;;;;;;;;1,00;1,00;1,00;1,00;1,00;1,00;1,00;;;;;;;;;;;;;;;;;;09/10/2023;03/11/2023;15/12/2023;19/01/2024;11/03/2024;15/03/2024;24/05/2024;;;;;;;;;;;;;;;;;;Trimestre 1;Trimestre 1;Trimestre 1;Trimestre 2;Trimestre 2;Trimestre 3;Trimestre 3;;;;;;;;;;;;;;;;;;vHiKJedL8UWFCxEoClr0ZZmAs_UYz1-IXecIBRQoTFg;169qgqWJKYu0X6AGwgni4tp2-GfqtRj4IUeZ5eBOvFo
HISTOIRE GEOGRAPHIE;6B;7,77;3,00;12,00;5,50;14,00;0,50;;15,50;;;;;;;;;;;;;;;;;;1,00;1,00;1,00;1,00;1,00;1,00;1,00;;;;;;;;;;;;;;;;;;09/10/2023;03/11/2023;15/12/2023;19/01/2024;11/03/2024;15/03/2024;24/05/2024;;;;;;;;;;;;;;;;;;Trimestre 1;Trimestre 1;Trimestre 1;Trimestre 2;Trimestre 2;Trimestre 3;Trimestre 3;;;;;;;;;;;;;;;;;;kpWZEFB3rSR5WcZsr20XHb1xKtRFde52qg2fgUF24yI;169qgqWJKYu0X6AGwgni4tp2-GfqtRj4IUeZ5eBOvFo
HISTOIRE GEOGRAPHIE;6B;6,85;7,50;11,00;6,00;11,00;3,50;;5,50;;;;;;;;;;;;;;;;;;1,00;1,00;1,00;1,00;1,00;1,00;1,00;;;;;;;;;;;;;;;;;;09/10/2023;03/11/2023;15/12/2023;19/01/2024;11/03/2024;15/03/2024;24/05/2024;;;;;;;;;;;;;;;;;;Trimestre 1;Trimestre 1;Trimestre 1;Trimestre 2;Trimestre 2;Trimestre 3;Trimestre 3;;;;;;;;;;;;;;;;;;pnOYSPGqDnfTkQybynIme0aPiD7XUtwfGe8_Cr3RsiQ;169qgqWJKYu0X6AGwgni4tp2-GfqtRj4IUeZ5eBOvFo
HISTOIRE GEOGRAPHIE;6B;19,24;20,00;25,00;9,50;20,00;25,00;13,00;27,00;;;;;;;;;;;;;;;;;;1,00;1,00;1,00;1,00;1,00;1,00;1,00;;;;;;;;;;;;;;;;;;09/10/2023;03/11/2023;15/12/2023;19/01/2024;11/03/2024;15/03/2024;24/05/2024;;;;;;;;;;;;;;;;;;Trimestre 1;Trimestre 1;Trimestre 1;Trimestre 2;Trimestre 2;Trimestre 3;Trimestre 3;;;;;;;;;;;;;;;;;;WnWdReOT0ATRFwAZDTjHUjtgqMLuQPG5FFp3dm-tcGQ;169qgqWJKYu0X6AGwgni4tp2-GfqtRj4IUeZ5eBOvFo
HISTOIRE GEOGRAPHIE;6B;15,45;17,50;21,00;9,00;13,00;19,00;11,50;21,00;;;;;;;;;;;;;;;;;;1,00;1,00;1,00;1,00;1,00;1,00;1,00;;;;;;;;;;;;;;;;;;09/10/2023;03/11/2023;15/12/2023;19/01/2024;11/03/2024;15/03/2024;24/05/2024;;;;;;;;;;;;;;;;;;Trimestre 1;Trimestre 1;Trimestre 1;Trimestre 2;Trimestre 2;Trimestre 3;Trimestre 3;;;;;;;;;;;;;;;;;;UNYysFdyUK3Cc1r55FR97QHwDYaCzHSzfsrJvaCh3Mo;169qgqWJKYu0X6AGwgni4tp2-GfqtRj4IUeZ5eBOvFo
HISTOIRE GEOGRAPHIE;6B;16,62;15,00;23,00;9,50;14,50;19,00;;27,00;;;;;;;;;;;;;;;;;;1,00;1,00;1,00;1,00;1,00;1,00;1,00;;;;;;;;;;;;;;;;;;09/10/2023;03/11/2023;15/12/2023;19/01/2024;11/03/2024;15/03/2024;24/05/2024;;;;;;;;;;;;;;;;;;Trimestre 1;Trimestre 1;Trimestre 1;Trimestre 2;Trimestre 2;Trimestre 3;Trimestre 3;;;;;;;;;;;;;;;;;;E7_V-gkjlXYUizA14hKYZ2ps6R0jcAb0B7NzyRFxXtM;169qgqWJKYu0X6AGwgni4tp2-GfqtRj4IUeZ5eBOvFo
HISTOIRE GEOGRAPHIE;6B;10,15;8,00;16,00;5,00;13,00;9,50;;14,50;;;;;;;;;;;;;;;;;;1,00;1,00;1,00;1,00;1,00;1,00;1,00;;;;;;;;;;;;;;;;;;09/10/2023;03/11/2023;15/12/2023;19/01/2024;11/03/2024;15/03/2024;24/05/2024;;;;;;;;;;;;;;;;;;Trimestre 1;Trimestre 1;Trimestre 1;Trimestre 2;Trimestre 2;Trimestre 3;Trimestre 3;;;;;;;;;;;;;;;;;;IcqdYEL3ahX4Stvd0FBqgannscXHWA9UZkYtBf94q8I;169qgqWJKYu0X6AGwgni4tp2-GfqtRj4IUeZ5eBOvFo
HISTOIRE GEOGRAPHIE;6B;11,03;8,50;17,00;7,50;10,50;11,50;7,50;17,50;;;;;;;;;;;;;;;;;;1,00;1,00;1,00;1,00;1,00;1,00;1,00;;;;;;;;;;;;;;;;;;09/10/2023;03/11/2023;15/12/2023;19/01/2024;11/03/2024;15/03/2024;24/05/2024;;;;;;;;;;;;;;;;;;Trimestre 1;Trimestre 1;Trimestre 1;Trimestre 2;Trimestre 2;Trimestre 3;Trimestre 3;;;;;;;;;;;;;;;;;;xzienFJHJ_npw8jUqi9s8l6NZlMXfhQAe_BRmIgg5mQ;169qgqWJKYu0X6AGwgni4tp2-GfqtRj4IUeZ5eBOvFo
HISTOIRE GEOGRAPHIE;6B;11,20;9,50;16,50;6,50;9,00;14,50;;Abs;;;;;;;;;;;;;;;;;;1,00;1,00;1,00;1,00;1,00;1,00;1,00;;;;;;;;;;;;;;;;;;09/10/2023;03/11/2023;15/12/2023;19/01/2024;11/03/2024;15/03/2024;24/05/2024;;;;;;;;;;;;;;;;;;Trimestre 1;Trimestre 1;Trimestre 1;Trimestre 2;Trimestre 2;Trimestre 3;Trimestre 3;;;;;;;;;;;;;;;;;;PygpTCbtBVCVCce-d33bRKh1AzQsZkuIkinf_ZoitYE;169qgqWJKYu0X6AGwgni4tp2-GfqtRj4IUeZ5eBOvFo
HISTOIRE GEOGRAPHIE;6B;10,57;11,00;10,50;7,00;13,00;;;14,00;;;;;;;;;;;;;;;;;;1,00;1,00;1,00;1,00;1,00;1,00;1,00;;;;;;;;;;;;;;;;;;09/10/2023;03/11/2023;15/12/2023;19/01/2024;11/03/2024;15/03/2024;24/05/2024;;;;;;;;;;;;;;;;;;Trimestre 1;Trimestre 1;Trimestre 1;Trimestre 2;Trimestre 2;Trimestre 3;Trimestre 3;;;;;;;;;;;;;;;;;;gQhQljxYGtYVlEUF_MBVfeGdt4w-RFwV98XW0A-allw;169qgqWJKYu0X6AGwgni4tp2-GfqtRj4IUeZ5eBOvFo
HISTOIRE GEOGRAPHIE;6B;10,41;10,50;12,50;3,00;15,00;15,00;4,50;15,00;;;;;;;;;;;;;;;;;;1,00;1,00;1,00;1,00;1,00;1,00;1,00;;;;;;;;;;;;;;;;;;09/10/2023;03/11/2023;15/12/2023;19/01/2024;11/03/2024;15/03/2024;24/05/2024;;;;;;;;;;;;;;;;;;Trimestre 1;Trimestre 1;Trimestre 1;Trimestre 2;Trimestre 2;Trimestre 3;Trimestre 3;;;;;;;;;;;;;;;;;;PjqRVdvuF0f67-YmjQuVpwhjoKMNEMllfWaR1OpfVlA;169qgqWJKYu0X6AGwgni4tp2-GfqtRj4IUeZ5eBOvFo
HISTOIRE GEOGRAPHIE;6B;13,86;16,50;17,50;9,00;13,50;17,50;10,00;16,50;;;;;;;;;;;;;;;;;;1,00;1,00;1,00;1,00;1,00;1,00;1,00;;;;;;;;;;;;;;;;;;09/10/2023;03/11/2023;15/12/2023;19/01/2024;11/03/2024;15/03/2024;24/05/2024;;;;;;;;;;;;;;;;;;Trimestre 1;Trimestre 1;Trimestre 1;Trimestre 2;Trimestre 2;Trimestre 3;Trimestre 3;;;;;;;;;;;;;;;;;;WHc-KnZk-dUKGiDpOI2NyjzqM7qfIWvIt1yCAFn28Kc;169qgqWJKYu0X6AGwgni4tp2-GfqtRj4IUeZ5eBOvFo
HISTOIRE GEOGRAPHIE;6B;15,46;17,50;20,50;8,50;16,50;19,00;;18,50;;;;;;;;;;;;;;;;;;1,00;1,00;1,00;1,00;1,00;1,00;1,00;;;;;;;;;;;;;;;;;;09/10/2023;03/11/2023;15/12/2023;19/01/2024;11/03/2024;15/03/2024;24/05/2024;;;;;;;;;;;;;;;;;;Trimestre 1;Trimestre 1;Trimestre 1;Trimestre 2;Trimestre 2;Trimestre 3;Trimestre 3;;;;;;;;;;;;;;;;;;eL8PGgricIsrnj7VmaenJ6RgcT56w5O2_tVY21BKjdw;169qgqWJKYu0X6AGwgni4tp2-GfqtRj4IUeZ5eBOvFo
HISTOIRE GEOGRAPHIE;6B;12,76;14,50;20,00;8,50;13,00;9,00;5,00;22,50;;;;;;;;;;;;;;;;;;1,00;1,00;1,00;1,00;1,00;1,00;1,00;;;;;;;;;;;;;;;;;;09/10/2023;03/11/2023;15/12/2023;19/01/2024;11/03/2024;15/03/2024;24/05/2024;;;;;;;;;;;;;;;;;;Trimestre 1;Trimestre 1;Trimestre 1;Trimestre 2;Trimestre 2;Trimestre 3;Trimestre 3;;;;;;;;;;;;;;;;;;R3j2R9l_aD747y1FuIvTVrkcpZ4GgMGnraerUIDSdZo;169qgqWJKYu0X6AGwgni4tp2-GfqtRj4IUeZ5eBOvFo
HISTOIRE GEOGRAPHIE;6B;15,08;16,50;21,00;9,00;10,50;17,50;;23,50;;;;;;;;;;;;;;;;;;1,00;1,00;1,00;1,00;1,00;1,00;1,00;;;;;;;;;;;;;;;;;;09/10/2023;03/11/2023;15/12/2023;19/01/2024;11/03/2024;15/03/2024;24/05/2024;;;;;;;;;;;;;;;;;;Trimestre 1;Trimestre 1;Trimestre 1;Trimestre 2;Trimestre 2;Trimestre 3;Trimestre 3;;;;;;;;;;;;;;;;;;SHSsPgbi5BlYrnCmuWleygH_tfqYvy_YxugirX8LGV0;169qgqWJKYu0X6AGwgni4tp2-GfqtRj4IUeZ5eBOvFo
HISTOIRE GEOGRAPHIE;6B;6,08;5,50;11,00;;8,00;6,00;;6,00;;;;;;;;;;;;;;;;;;1,00;1,00;1,00;1,00;1,00;1,00;1,00;;;;;;;;;;;;;;;;;;09/10/2023;03/11/2023;15/12/2023;19/01/2024;11/03/2024;15/03/2024;24/05/2024;;;;;;;;;;;;;;;;;;Trimestre 1;Trimestre 1;Trimestre 1;Trimestre 2;Trimestre 2;Trimestre 3;Trimestre 3;;;;;;;;;;;;;;;;;;ontjy1eKIChZn7LV1VBXQM_KJwE1-1so5Ax3GYtdezQ;169qgqWJKYu0X6AGwgni4tp2-GfqtRj4IUeZ5eBOvFo
HISTOIRE GEOGRAPHIE;6B;7,89;;18,50;6,00;;5,00;;6,00;;;;;;;;;;;;;;;;;;1,00;1,00;1,00;1,00;1,00;1,00;1,00;;;;;;;;;;;;;;;;;;09/10/2023;03/11/2023;15/12/2023;19/01/2024;11/03/2024;15/03/2024;24/05/2024;;;;;;;;;;;;;;;;;;Trimestre 1;Trimestre 1;Trimestre 1;Trimestre 2;Trimestre 2;Trimestre 3;Trimestre 3;;;;;;;;;;;;;;;;;;K94HBGlqVMzS8NTERhieU9rXW_DMotS3awCdP4eCmxM;169qgqWJKYu0X6AGwgni4tp2-GfqtRj4IUeZ5eBOvFo
HISTOIRE GEOGRAPHIE;6B;13,31;14,00;21,00;9,00;14,00;13,50;5,00;20,00;;;;;;;;;;;;;;;;;;1,00;1,00;1,00;1,00;1,00;1,00;1,00;;;;;;;;;;;;;;;;;;09/10/2023;03/11/2023;15/12/2023;19/01/2024;11/03/2024;15/03/2024;24/05/2024;;;;;;;;;;;;;;;;;;Trimestre 1;Trimestre 1;Trimestre 1;Trimestre 2;Trimestre 2;Trimestre 3;Trimestre 3;;;;;;;;;;;;;;;;;;3gxXu8cFCDMOoZJEga90NN5EcWlloEDMH5zsLTBIYXE;169qgqWJKYu0X6AGwgni4tp2-GfqtRj4IUeZ5eBOvFo
HISTOIRE GEOGRAPHIE;6B;15,17;15,00;20,50;6,00;16,50;18,00;10,00;24,00;;;;;;;;;;;;;;;;;;1,00;1,00;1,00;1,00;1,00;1,00;1,00;;;;;;;;;;;;;;;;;;09/10/2023;03/11/2023;15/12/2023;19/01/2024;11/03/2024;15/03/2024;24/05/2024;;;;;;;;;;;;;;;;;;Trimestre 1;Trimestre 1;Trimestre 1;Trimestre 2;Trimestre 2;Trimestre 3;Trimestre 3;;;;;;;;;;;;;;;;;;V0HWUKgQU7ynWQdI4315Cx-zDTZn21aUO0dKTZwHXvE;169qgqWJKYu0X6AGwgni4tp2-GfqtRj4IUeZ5eBOvFo
HISTOIRE GEOGRAPHIE;6B;13,15;13,50;14,00;5,00;16,50;16,50;;20,00;;;;;;;;;;;;;;;;;;1,00;1,00;1,00;1,00;1,00;1,00;1,00;;;;;;;;;;;;;;;;;;09/10/2023;03/11/2023;15/12/2023;19/01/2024;11/03/2024;15/03/2024;24/05/2024;;;;;;;;;;;;;;;;;;Trimestre 1;Trimestre 1;Trimestre 1;Trimestre 2;Trimestre 2;Trimestre 3;Trimestre 3;;;;;;;;;;;;;;;;;;ZmB2fdr8PPpSJbbTcBiQblWMFWvLu0a-1j6nfK9NcvE;169qgqWJKYu0X6AGwgni4tp2-GfqtRj4IUeZ5eBOvFo
HISTOIRE GEOGRAPHIE;6B;10,74;10,00;13,50;;10,50;;;17,00;;;;;;;;;;;;;;;;;;1,00;1,00;1,00;1,00;1,00;1,00;1,00;;;;;;;;;;;;;;;;;;09/10/2023;03/11/2023;15/12/2023;19/01/2024;11/03/2024;15/03/2024;24/05/2024;;;;;;;;;;;;;;;;;;Trimestre 1;Trimestre 1;Trimestre 1;Trimestre 2;Trimestre 2;Trimestre 3;Trimestre 3;;;;;;;;;;;;;;;;;;6f40NN6_onsOjdsNneeUruTeNvn2kiFwOW5zKB7gQlI;169qgqWJKYu0X6AGwgni4tp2-GfqtRj4IUeZ5eBOvFo
HISTOIRE GEOGRAPHIE;6B;;;;;;;;;;;;;;;;;;;;;;;;;;1,00;1,00;1,00;1,00;1,00;1,00;1,00;;;;;;;;;;;;;;;;;;09/10/2023;03/11/2023;15/12/2023;19/01/2024;11/03/2024;15/03/2024;24/05/2024;;;;;;;;;;;;;;;;;;Trimestre 1;Trimestre 1;Trimestre 1;Trimestre 2;Trimestre 2;Trimestre 3;Trimestre 3;;;;;;;;;;;;;;;;;;WgOuSMmIl3OoTDUzRJRz6R0_UJ4cW9uIrW0FsacqKBk;169qgqWJKYu0X6AGwgni4tp2-GfqtRj4IUeZ5eBOvFo
HISTOIRE GEOGRAPHIE;6B;17,45;16,00;22,50;9,00;18,50;25,00;10,00;25,50;;;;;;;;;;;;;;;;;;1,00;1,00;1,00;1,00;1,00;1,00;1,00;;;;;;;;;;;;;;;;;;09/10/2023;03/11/2023;15/12/2023;19/01/2024;11/03/2024;15/03/2024;24/05/2024;;;;;;;;;;;;;;;;;;Trimestre 1;Trimestre 1;Trimestre 1;Trimestre 2;Trimestre 2;Trimestre 3;Trimestre 3;;;;;;;;;;;;;;;;;;P60_49b_Xqb6cZqhl3nN18usvG6xKeuFSCMSW3_Ap08;169qgqWJKYu0X6AGwgni4tp2-GfqtRj4IUeZ5eBOvFo
