classes;motif;regle;date;heure;duree;eleve_id
6A;SANS EXCUSES;O;2024-04-02;11:10:00;00:05:00;qEBetcMrPuKHIloYY8JBB-Ob7AHI-htN64SA5shteBw
1B/C;PROBLEME DE TRANSPORT;O;2023-12-15;08:00:00;00:05:00;u0Qwuhv-pYhNw9T0x9oALkQgu_HpVke0S8JBJpEuNic
1B/C;PROBLEME DE TRANSPORT;O;2023-12-19;08:00:00;00:05:00;u0Qwuhv-pYhNw9T0x9oALkQgu_HpVke0S8JBJpEuNic
1B/C;PROBLEME DE TRANSPORT;O;2024-03-22;08:00:00;00:05:00;u0Qwuhv-pYhNw9T0x9oALkQgu_HpVke0S8JBJpEuNic
1B/C;PROBLEME DE TRANSPORT;O;2024-05-17;08:00:00;00:05:00;u0Qwuhv-pYhNw9T0x9oALkQgu_HpVke0S8JBJpEuNic
2B;SANS EXCUSES;O;2023-11-22;10:10:00;00:05:00;oVv_H6G_7TCbyJ6daDasunBLLWIvI5JFfHdbK5MuNSU
2B;SANS EXCUSES;O;2023-12-21;15:00:00;00:05:00;oVv_H6G_7TCbyJ6daDasunBLLWIvI5JFfHdbK5MuNSU
2B;SANS EXCUSES;O;2024-01-30;12:50:00;00:05:00;oVv_H6G_7TCbyJ6daDasunBLLWIvI5JFfHdbK5MuNSU
6C;SANS EXCUSES;O;2024-01-18;13:50:00;00:05:00;zwf12jyJmeJnRQAFM-x-aujHf3yK9Ou3q5uIXEXGKpA
3A;SANS EXCUSES;O;2023-09-07;09:00:00;00:05:00;-l37j9LGszZM4s0hqkhpGizyx6yXGIDC7sc9_gHieC0
3A;PROBLEME DE TRANSPORT;O;2023-09-22;08:00:00;00:05:00;-l37j9LGszZM4s0hqkhpGizyx6yXGIDC7sc9_gHieC0
3A;PROBLEME DE TRANSPORT;O;2024-01-31;08:00:00;00:05:00;-l37j9LGszZM4s0hqkhpGizyx6yXGIDC7sc9_gHieC0
3A;PROBLEME DE TRANSPORT;O;2024-02-16;08:00:00;00:05:00;-l37j9LGszZM4s0hqkhpGizyx6yXGIDC7sc9_gHieC0
3A;Motif non encore connu;N;2024-06-05;09:00:00;00:10:00;-l37j9LGszZM4s0hqkhpGizyx6yXGIDC7sc9_gHieC0
6B;SANS EXCUSES;O;2023-11-30;15:00:00;00:05:00;0DfSEwZh4Y8ECT3qsHm4OD2S7658Uwj2fqX3OurVAV0
6B;PROBLEME DE TRANSPORT;O;2024-02-16;08:00:00;00:05:00;0DfSEwZh4Y8ECT3qsHm4OD2S7658Uwj2fqX3OurVAV0
6B;PROBLEME DE TRANSPORT;O;2024-03-29;08:00:00;00:05:00;0DfSEwZh4Y8ECT3qsHm4OD2S7658Uwj2fqX3OurVAV0
6B;PROBLEME DE TRANSPORT;O;2024-04-04;08:00:00;00:05:00;0DfSEwZh4Y8ECT3qsHm4OD2S7658Uwj2fqX3OurVAV0
4C;PROBLEME DE TRANSPORT;O;2023-09-15;08:00:00;00:05:00;dr6zGAdn0urYbkhbHyWiBGyhnl8HSNuDltdl6XaUGr4
4C;SANS EXCUSES;O;2023-10-13;15:00:00;00:05:00;dr6zGAdn0urYbkhbHyWiBGyhnl8HSNuDltdl6XaUGr4
4C;PROBLEME DE TRANSPORT;O;2023-10-17;08:00:00;00:05:00;dr6zGAdn0urYbkhbHyWiBGyhnl8HSNuDltdl6XaUGr4
4C;PROBLEME DE TRANSPORT;O;2023-12-08;08:00:00;00:05:00;dr6zGAdn0urYbkhbHyWiBGyhnl8HSNuDltdl6XaUGr4
4C;PROBLEME DE TRANSPORT;O;2023-12-12;08:00:00;00:05:00;dr6zGAdn0urYbkhbHyWiBGyhnl8HSNuDltdl6XaUGr4
4C;SANS EXCUSES;O;2023-12-12;15:00:00;00:05:00;dr6zGAdn0urYbkhbHyWiBGyhnl8HSNuDltdl6XaUGr4
4C;PROBLEME DE TRANSPORT;O;2023-12-13;08:00:00;00:05:00;dr6zGAdn0urYbkhbHyWiBGyhnl8HSNuDltdl6XaUGr4
4C;SANS EXCUSES;O;2023-12-18;15:00:00;00:05:00;dr6zGAdn0urYbkhbHyWiBGyhnl8HSNuDltdl6XaUGr4
4C;PROBLEME DE TRANSPORT;O;2024-01-15;08:00:00;00:05:00;dr6zGAdn0urYbkhbHyWiBGyhnl8HSNuDltdl6XaUGr4
4C;SANS EXCUSES;O;2024-01-26;13:50:00;00:05:00;dr6zGAdn0urYbkhbHyWiBGyhnl8HSNuDltdl6XaUGr4
4C;SANS EXCUSES;O;2024-02-01;13:50:00;00:05:00;dr6zGAdn0urYbkhbHyWiBGyhnl8HSNuDltdl6XaUGr4
4C;SANS EXCUSES;O;2024-02-12;15:00:00;00:05:00;dr6zGAdn0urYbkhbHyWiBGyhnl8HSNuDltdl6XaUGr4
4C;PROBLEME DE TRANSPORT;O;2024-02-13;08:00:00;00:05:00;dr6zGAdn0urYbkhbHyWiBGyhnl8HSNuDltdl6XaUGr4
4C;PROBLEME DE TRANSPORT;O;2024-02-23;08:00:00;00:05:00;dr6zGAdn0urYbkhbHyWiBGyhnl8HSNuDltdl6XaUGr4
4C;SANS EXCUSES;O;2024-03-14;11:10:00;00:05:00;dr6zGAdn0urYbkhbHyWiBGyhnl8HSNuDltdl6XaUGr4
4C;PROBLEME DE TRANSPORT;O;2024-03-15;08:00:00;00:05:00;dr6zGAdn0urYbkhbHyWiBGyhnl8HSNuDltdl6XaUGr4
4C;Motif non encore connu;N;2024-03-19;08:00:00;00:13:00;dr6zGAdn0urYbkhbHyWiBGyhnl8HSNuDltdl6XaUGr4
4C;PROBLEME DE TRANSPORT;O;2024-03-20;08:00:00;00:05:00;dr6zGAdn0urYbkhbHyWiBGyhnl8HSNuDltdl6XaUGr4
4C;SANS EXCUSES;O;2024-03-22;10:10:00;00:05:00;dr6zGAdn0urYbkhbHyWiBGyhnl8HSNuDltdl6XaUGr4
4C;PROBLEME DE TRANSPORT;O;2024-03-25;08:00:00;00:05:00;dr6zGAdn0urYbkhbHyWiBGyhnl8HSNuDltdl6XaUGr4
4C;PROBLEME DE TRANSPORT;O;2024-04-02;08:00:00;00:05:00;dr6zGAdn0urYbkhbHyWiBGyhnl8HSNuDltdl6XaUGr4
4C;PROBLEME DE TRANSPORT;O;2024-04-22;08:00:00;00:05:00;dr6zGAdn0urYbkhbHyWiBGyhnl8HSNuDltdl6XaUGr4
4C;PROBLEME DE TRANSPORT;O;2024-04-26;08:00:00;00:05:00;dr6zGAdn0urYbkhbHyWiBGyhnl8HSNuDltdl6XaUGr4
4C;PROBLEME DE TRANSPORT;O;2024-05-14;08:00:00;00:05:00;dr6zGAdn0urYbkhbHyWiBGyhnl8HSNuDltdl6XaUGr4
4C;PROBLEME DE TRANSPORT;O;2024-05-15;08:00:00;00:05:00;dr6zGAdn0urYbkhbHyWiBGyhnl8HSNuDltdl6XaUGr4
4C;SANS EXCUSES;O;2024-05-27;15:00:00;00:05:00;dr6zGAdn0urYbkhbHyWiBGyhnl8HSNuDltdl6XaUGr4
4C;PROBLEME DE TRANSPORT;O;2024-05-31;08:00:00;00:05:00;dr6zGAdn0urYbkhbHyWiBGyhnl8HSNuDltdl6XaUGr4
4C;PROBLEME DE TRANSPORT;O;2024-06-03;08:00:00;00:05:00;dr6zGAdn0urYbkhbHyWiBGyhnl8HSNuDltdl6XaUGr4
4C;Motif non encore connu;N;2024-06-10;12:50:00;00:07:00;dr6zGAdn0urYbkhbHyWiBGyhnl8HSNuDltdl6XaUGr4
Terminale;DIVERS;O;2023-12-05;15:00:00;00:05:00;6Pbd7oxjZdFLB3wZNNmsG8gkSP2XhH23oNBDBLA5dE8
Terminale;PROBLEME DE TRANSPORT;O;2023-12-12;08:00:00;00:05:00;6Pbd7oxjZdFLB3wZNNmsG8gkSP2XhH23oNBDBLA5dE8
Terminale;SANS EXCUSES;O;2023-12-13;15:00:00;00:05:00;6Pbd7oxjZdFLB3wZNNmsG8gkSP2XhH23oNBDBLA5dE8
Terminale;PROBLEME DE TRANSPORT;O;2023-12-14;08:00:00;00:05:00;6Pbd7oxjZdFLB3wZNNmsG8gkSP2XhH23oNBDBLA5dE8
Terminale;PROBLEME DE TRANSPORT;O;2023-12-19;08:00:00;00:05:00;6Pbd7oxjZdFLB3wZNNmsG8gkSP2XhH23oNBDBLA5dE8
Terminale;PROBLEME DE TRANSPORT;O;2024-01-08;08:00:00;00:05:00;6Pbd7oxjZdFLB3wZNNmsG8gkSP2XhH23oNBDBLA5dE8
Terminale;PROBLEME DE TRANSPORT;O;2024-01-15;08:00:00;00:05:00;6Pbd7oxjZdFLB3wZNNmsG8gkSP2XhH23oNBDBLA5dE8
Terminale;PROBLEME DE TRANSPORT;O;2024-01-17;08:00:00;00:05:00;6Pbd7oxjZdFLB3wZNNmsG8gkSP2XhH23oNBDBLA5dE8
Terminale;PROBLEME DE TRANSPORT;O;2024-01-22;08:00:00;00:05:00;6Pbd7oxjZdFLB3wZNNmsG8gkSP2XhH23oNBDBLA5dE8
Terminale;PROBLEME DE TRANSPORT;O;2024-01-25;08:00:00;00:05:00;6Pbd7oxjZdFLB3wZNNmsG8gkSP2XhH23oNBDBLA5dE8
Terminale;PROBLEME DE TRANSPORT;O;2024-01-30;08:00:00;00:05:00;6Pbd7oxjZdFLB3wZNNmsG8gkSP2XhH23oNBDBLA5dE8
Terminale;PROBLEME DE TRANSPORT;O;2024-03-11;08:00:00;00:05:00;6Pbd7oxjZdFLB3wZNNmsG8gkSP2XhH23oNBDBLA5dE8
Terminale;PROBLEME DE TRANSPORT;O;2024-03-12;08:00:00;00:05:00;6Pbd7oxjZdFLB3wZNNmsG8gkSP2XhH23oNBDBLA5dE8
Terminale;PROBLEME DE TRANSPORT;O;2024-03-25;08:00:00;00:05:00;6Pbd7oxjZdFLB3wZNNmsG8gkSP2XhH23oNBDBLA5dE8
Terminale;PROBLEME DE TRANSPORT;O;2024-04-01;08:00:00;00:05:00;6Pbd7oxjZdFLB3wZNNmsG8gkSP2XhH23oNBDBLA5dE8
Terminale;PROBLEME DE TRANSPORT;O;2024-04-02;08:00:00;00:05:00;6Pbd7oxjZdFLB3wZNNmsG8gkSP2XhH23oNBDBLA5dE8
Terminale;PROBLEME DE TRANSPORT;O;2024-04-04;08:00:00;00:05:00;6Pbd7oxjZdFLB3wZNNmsG8gkSP2XhH23oNBDBLA5dE8
3B;PROBLEME DE TRANSPORT;O;2023-11-14;08:00:00;00:05:00;OBqWXID_6gXCg-qkqRd-KPCuuuh7La5TdolkHvp2F70
3B;PROBLEME DE TRANSPORT;O;2023-11-24;08:00:00;00:05:00;OBqWXID_6gXCg-qkqRd-KPCuuuh7La5TdolkHvp2F70
3B;PROBLEME DE TRANSPORT;O;2023-11-27;08:00:00;00:05:00;OBqWXID_6gXCg-qkqRd-KPCuuuh7La5TdolkHvp2F70
3B;PROBLEME DE TRANSPORT;O;2023-12-07;08:00:00;00:05:00;OBqWXID_6gXCg-qkqRd-KPCuuuh7La5TdolkHvp2F70
3B;PROBLEME DE TRANSPORT;O;2023-12-08;08:00:00;00:05:00;OBqWXID_6gXCg-qkqRd-KPCuuuh7La5TdolkHvp2F70
3B;PROBLEME DE TRANSPORT;O;2023-12-14;08:00:00;00:05:00;OBqWXID_6gXCg-qkqRd-KPCuuuh7La5TdolkHvp2F70
3B;PROBLEME DE TRANSPORT;O;2024-01-08;08:00:00;00:05:00;OBqWXID_6gXCg-qkqRd-KPCuuuh7La5TdolkHvp2F70
3B;PROBLEME DE TRANSPORT;O;2024-01-15;08:00:00;00:05:00;OBqWXID_6gXCg-qkqRd-KPCuuuh7La5TdolkHvp2F70
3B;PROBLEME DE TRANSPORT;O;2024-03-11;08:00:00;00:05:00;OBqWXID_6gXCg-qkqRd-KPCuuuh7La5TdolkHvp2F70
3B;PROBLEME DE TRANSPORT;O;2024-04-01;08:00:00;00:05:00;OBqWXID_6gXCg-qkqRd-KPCuuuh7La5TdolkHvp2F70
3B;PROBLEME DE TRANSPORT;O;2024-04-04;08:00:00;00:10:00;OBqWXID_6gXCg-qkqRd-KPCuuuh7La5TdolkHvp2F70
3B;Motif non encore connu;N;2024-05-28;12:50:00;00:05:00;OBqWXID_6gXCg-qkqRd-KPCuuuh7La5TdolkHvp2F70
3B;PROBLEME DE TRANSPORT;O;2024-06-03;08:00:00;00:05:00;OBqWXID_6gXCg-qkqRd-KPCuuuh7La5TdolkHvp2F70
3B;Motif non encore connu;N;2024-06-03;15:00:00;00:07:00;OBqWXID_6gXCg-qkqRd-KPCuuuh7La5TdolkHvp2F70
3B;Motif non encore connu;N;2024-06-07;08:00:00;00:05:00;OBqWXID_6gXCg-qkqRd-KPCuuuh7La5TdolkHvp2F70
3B;Motif non encore connu;N;2024-06-10;15:00:00;00:15:00;OBqWXID_6gXCg-qkqRd-KPCuuuh7La5TdolkHvp2F70
2B;SANS EXCUSES;O;2023-11-22;10:10:00;00:05:00;FBN6EGeamcjv7wFNtJht0qWIIzmX-hnV2QgBVnGVhPE
2B;PROBLEME DE TRANSPORT;O;2023-11-23;08:00:00;00:05:00;FBN6EGeamcjv7wFNtJht0qWIIzmX-hnV2QgBVnGVhPE
2B;SANS EXCUSES;O;2023-11-27;15:00:00;00:05:00;FBN6EGeamcjv7wFNtJht0qWIIzmX-hnV2QgBVnGVhPE
2B;PROBLEME DE TRANSPORT;O;2023-12-20;08:00:00;00:05:00;FBN6EGeamcjv7wFNtJht0qWIIzmX-hnV2QgBVnGVhPE
2B;SANS EXCUSES;O;2024-02-19;12:50:00;00:05:00;FBN6EGeamcjv7wFNtJht0qWIIzmX-hnV2QgBVnGVhPE
2B;PROBLEME DE TRANSPORT;O;2024-02-21;08:00:00;00:05:00;FBN6EGeamcjv7wFNtJht0qWIIzmX-hnV2QgBVnGVhPE
2B;PROBLEME DE TRANSPORT;O;2024-02-22;08:00:00;00:05:00;FBN6EGeamcjv7wFNtJht0qWIIzmX-hnV2QgBVnGVhPE
2B;PROBLEME DE TRANSPORT;O;2024-03-29;08:00:00;00:05:00;FBN6EGeamcjv7wFNtJht0qWIIzmX-hnV2QgBVnGVhPE
2B;PROBLEME DE TRANSPORT;O;2024-04-03;08:00:00;00:05:00;FBN6EGeamcjv7wFNtJht0qWIIzmX-hnV2QgBVnGVhPE
2B;PROBLEME DE TRANSPORT;O;2024-04-05;08:00:00;00:05:00;FBN6EGeamcjv7wFNtJht0qWIIzmX-hnV2QgBVnGVhPE
1B/C;Motif non encore connu;N;2023-12-21;12:50:00;00:05:00;kQVzmIHaf9fDXWA5-PbHytpoapRKuM6UOzdXNsgZfSo
1B/C;Motif non encore connu;N;2024-01-19;10:10:00;00:05:00;kQVzmIHaf9fDXWA5-PbHytpoapRKuM6UOzdXNsgZfSo
1B/C;PROBLEME DE TRANSPORT;O;2024-04-25;08:00:00;00:05:00;kQVzmIHaf9fDXWA5-PbHytpoapRKuM6UOzdXNsgZfSo
2B;PROBLEME DE TRANSPORT;O;2023-09-12;08:00:00;00:05:00;Fu7w5M2QEnVsYdcOTqF99dPmRo-YGVwJDOekKtW_BAc
2B;SANS EXCUSES;O;2023-09-18;15:00:00;00:05:00;Fu7w5M2QEnVsYdcOTqF99dPmRo-YGVwJDOekKtW_BAc
2B;SANS EXCUSES;O;2023-11-14;10:10:00;00:05:00;Fu7w5M2QEnVsYdcOTqF99dPmRo-YGVwJDOekKtW_BAc
2B;SANS EXCUSES;O;2023-11-27;15:00:00;00:05:00;Fu7w5M2QEnVsYdcOTqF99dPmRo-YGVwJDOekKtW_BAc
2B;SANS EXCUSES;O;2023-12-08;15:00:00;00:05:00;Fu7w5M2QEnVsYdcOTqF99dPmRo-YGVwJDOekKtW_BAc
2B;SANS EXCUSES;O;2023-12-21;15:00:00;00:05:00;Fu7w5M2QEnVsYdcOTqF99dPmRo-YGVwJDOekKtW_BAc
2B;SANS EXCUSES;O;2024-01-30;12:50:00;00:05:00;Fu7w5M2QEnVsYdcOTqF99dPmRo-YGVwJDOekKtW_BAc
2B;SANS EXCUSES;O;2024-02-01;15:00:00;00:05:00;Fu7w5M2QEnVsYdcOTqF99dPmRo-YGVwJDOekKtW_BAc
5C;Motif non encore connu;N;2023-12-15;11:10:00;00:05:00;Xff1jqDliDAxc7fsjz4a9RPIJ92j8O2JTXcZml4kmEU
5C;PROBLEME DE TRANSPORT;O;2024-01-08;08:00:00;00:05:00;Xff1jqDliDAxc7fsjz4a9RPIJ92j8O2JTXcZml4kmEU
5C;SANS EXCUSES;O;2024-02-07;10:10:00;00:05:00;Xff1jqDliDAxc7fsjz4a9RPIJ92j8O2JTXcZml4kmEU
5C;SANS EXCUSES;O;2024-03-15;10:10:00;00:05:00;Xff1jqDliDAxc7fsjz4a9RPIJ92j8O2JTXcZml4kmEU
5C;PROBLEME DE TRANSPORT;O;2024-03-27;08:00:00;00:05:00;Xff1jqDliDAxc7fsjz4a9RPIJ92j8O2JTXcZml4kmEU
5C;Motif non encore connu;N;2024-06-19;10:10:00;00:05:00;Xff1jqDliDAxc7fsjz4a9RPIJ92j8O2JTXcZml4kmEU
2C;PROBLEME DE TRANSPORT;O;2023-09-18;08:00:00;00:05:00;DYJJjbzBTxMK1bv7nsHZeYYop_kkIucL2x-BDbF_ntk
2C;SANS EXCUSES;O;2023-09-18;15:00:00;00:05:00;DYJJjbzBTxMK1bv7nsHZeYYop_kkIucL2x-BDbF_ntk
2C;SANS EXCUSES;O;2023-09-19;12:50:00;00:05:00;DYJJjbzBTxMK1bv7nsHZeYYop_kkIucL2x-BDbF_ntk
2C;PROBLEME DE TRANSPORT;O;2023-09-25;08:00:00;00:05:00;DYJJjbzBTxMK1bv7nsHZeYYop_kkIucL2x-BDbF_ntk
2C;RDV MEDECIN SCOLAIRE;O;2023-09-26;11:10:00;00:05:00;DYJJjbzBTxMK1bv7nsHZeYYop_kkIucL2x-BDbF_ntk
2C;SANS EXCUSES;O;2023-12-01;13:50:00;00:05:00;DYJJjbzBTxMK1bv7nsHZeYYop_kkIucL2x-BDbF_ntk
2C;PROBLEME DE TRANSPORT;O;2023-12-12;08:00:00;00:05:00;DYJJjbzBTxMK1bv7nsHZeYYop_kkIucL2x-BDbF_ntk
2C;PROBLEME DE TRANSPORT;O;2023-12-18;08:00:00;00:05:00;DYJJjbzBTxMK1bv7nsHZeYYop_kkIucL2x-BDbF_ntk
2C;SANS EXCUSES;O;2024-01-09;15:00:00;00:05:00;DYJJjbzBTxMK1bv7nsHZeYYop_kkIucL2x-BDbF_ntk
2C;SANS EXCUSES;O;2024-01-10;09:00:00;00:05:00;DYJJjbzBTxMK1bv7nsHZeYYop_kkIucL2x-BDbF_ntk
2C;SANS EXCUSES;O;2024-01-16;15:00:00;00:05:00;DYJJjbzBTxMK1bv7nsHZeYYop_kkIucL2x-BDbF_ntk
2C;PROBLEME DE TRANSPORT;O;2024-02-09;08:00:00;00:05:00;DYJJjbzBTxMK1bv7nsHZeYYop_kkIucL2x-BDbF_ntk
2C;SANS EXCUSES;O;2024-02-21;12:50:00;00:05:00;DYJJjbzBTxMK1bv7nsHZeYYop_kkIucL2x-BDbF_ntk
2C;RDV MEDICAL EXTERIEUR;O;2024-03-18;10:10:00;00:05:00;DYJJjbzBTxMK1bv7nsHZeYYop_kkIucL2x-BDbF_ntk
2C;SANS EXCUSES;O;2024-04-01;12:50:00;00:05:00;DYJJjbzBTxMK1bv7nsHZeYYop_kkIucL2x-BDbF_ntk
2C;SANS EXCUSES;O;2024-04-02;16:00:00;00:05:00;DYJJjbzBTxMK1bv7nsHZeYYop_kkIucL2x-BDbF_ntk
2C;Motif non encore connu;N;2024-05-27;10:10:00;00:09:00;DYJJjbzBTxMK1bv7nsHZeYYop_kkIucL2x-BDbF_ntk
2C;Motif non encore connu;N;2024-05-28;16:00:00;00:05:00;DYJJjbzBTxMK1bv7nsHZeYYop_kkIucL2x-BDbF_ntk
2A;PROBLEME DE TRANSPORT;O;2023-09-07;09:00:00;00:05:00;cvhwwrJ7YNyWd6vVTa886ZGHPeadd72aotGUxO3P-0I
2A;SANS EXCUSES;O;2023-09-07;10:10:00;00:05:00;cvhwwrJ7YNyWd6vVTa886ZGHPeadd72aotGUxO3P-0I
2A;SANS EXCUSES;O;2023-09-11;11:10:00;00:05:00;cvhwwrJ7YNyWd6vVTa886ZGHPeadd72aotGUxO3P-0I
2A;SANS EXCUSES;O;2023-09-19;13:50:00;00:05:00;cvhwwrJ7YNyWd6vVTa886ZGHPeadd72aotGUxO3P-0I
2A;SANS EXCUSES;O;2023-09-25;11:10:00;00:05:00;cvhwwrJ7YNyWd6vVTa886ZGHPeadd72aotGUxO3P-0I
2A;PROBLEME DE TRANSPORT;O;2023-09-27;09:00:00;00:05:00;cvhwwrJ7YNyWd6vVTa886ZGHPeadd72aotGUxO3P-0I
2A;SANS EXCUSES;O;2023-10-05;12:50:00;00:05:00;cvhwwrJ7YNyWd6vVTa886ZGHPeadd72aotGUxO3P-0I
2A;SANS EXCUSES;O;2023-11-07;13:50:00;00:05:00;cvhwwrJ7YNyWd6vVTa886ZGHPeadd72aotGUxO3P-0I
2A;SANS EXCUSES;O;2023-11-20;10:10:00;00:05:00;cvhwwrJ7YNyWd6vVTa886ZGHPeadd72aotGUxO3P-0I
2A;SANS EXCUSES;O;2023-11-21;12:50:00;00:05:00;cvhwwrJ7YNyWd6vVTa886ZGHPeadd72aotGUxO3P-0I
2A;SANS EXCUSES;O;2023-11-27;10:10:00;00:05:00;cvhwwrJ7YNyWd6vVTa886ZGHPeadd72aotGUxO3P-0I
2A;SANS EXCUSES;O;2023-12-12;13:50:00;00:05:00;cvhwwrJ7YNyWd6vVTa886ZGHPeadd72aotGUxO3P-0I
2A;SANS EXCUSES;O;2023-12-14;15:00:00;00:05:00;cvhwwrJ7YNyWd6vVTa886ZGHPeadd72aotGUxO3P-0I
2A;SANS EXCUSES;O;2024-01-22;12:50:00;00:05:00;cvhwwrJ7YNyWd6vVTa886ZGHPeadd72aotGUxO3P-0I
2A;SANS EXCUSES;O;2024-03-11;13:50:00;00:05:00;cvhwwrJ7YNyWd6vVTa886ZGHPeadd72aotGUxO3P-0I
2A;PROBLEME DE TRANSPORT;O;2024-03-18;08:00:00;00:05:00;cvhwwrJ7YNyWd6vVTa886ZGHPeadd72aotGUxO3P-0I
2A;PROBLEME DE TRANSPORT;O;2024-03-20;09:00:00;00:05:00;cvhwwrJ7YNyWd6vVTa886ZGHPeadd72aotGUxO3P-0I
2A;SANS EXCUSES;O;2024-03-21;11:10:00;00:05:00;cvhwwrJ7YNyWd6vVTa886ZGHPeadd72aotGUxO3P-0I
2A;SANS EXCUSES;O;2024-04-15;12:50:00;00:05:00;cvhwwrJ7YNyWd6vVTa886ZGHPeadd72aotGUxO3P-0I
2A;SANS EXCUSES;O;2024-05-14;10:10:00;00:05:00;cvhwwrJ7YNyWd6vVTa886ZGHPeadd72aotGUxO3P-0I
2A;SANS EXCUSES;O;2024-05-23;09:00:00;00:05:00;cvhwwrJ7YNyWd6vVTa886ZGHPeadd72aotGUxO3P-0I
6A;SANS EXCUSES;O;2023-09-22;10:10:00;00:05:00;I0g9FsiZISAZogVFz7k2h4WvmG2_tNNshWd2GdR-iQs
6A;SANS EXCUSES;O;2023-09-22;11:10:00;00:05:00;I0g9FsiZISAZogVFz7k2h4WvmG2_tNNshWd2GdR-iQs
6A;SANS EXCUSES;O;2023-10-12;15:00:00;00:05:00;I0g9FsiZISAZogVFz7k2h4WvmG2_tNNshWd2GdR-iQs
6A;SANS EXCUSES;O;2023-10-13;12:50:00;00:05:00;I0g9FsiZISAZogVFz7k2h4WvmG2_tNNshWd2GdR-iQs
6A;DIVERS;O;2023-12-07;15:00:00;00:05:00;I0g9FsiZISAZogVFz7k2h4WvmG2_tNNshWd2GdR-iQs
6A;Motif non encore connu;N;2024-02-15;15:00:00;00:05:00;I0g9FsiZISAZogVFz7k2h4WvmG2_tNNshWd2GdR-iQs
6A;PROBLEME DE TRANSPORT;O;2024-03-15;08:00:00;00:05:00;I0g9FsiZISAZogVFz7k2h4WvmG2_tNNshWd2GdR-iQs
6A;PROBLEME DE TRANSPORT;O;2024-03-26;08:00:00;00:05:00;I0g9FsiZISAZogVFz7k2h4WvmG2_tNNshWd2GdR-iQs
6A;PROBLEME DE TRANSPORT;O;2024-03-27;08:00:00;00:05:00;I0g9FsiZISAZogVFz7k2h4WvmG2_tNNshWd2GdR-iQs
6A;PROBLEME DE TRANSPORT;O;2024-03-28;08:00:00;00:05:00;I0g9FsiZISAZogVFz7k2h4WvmG2_tNNshWd2GdR-iQs
6A;PROBLEME DE TRANSPORT;O;2024-04-01;08:00:00;00:05:00;I0g9FsiZISAZogVFz7k2h4WvmG2_tNNshWd2GdR-iQs
6A;PROBLEME DE TRANSPORT;O;2024-04-19;08:00:00;00:05:00;I0g9FsiZISAZogVFz7k2h4WvmG2_tNNshWd2GdR-iQs
6A;PROBLEME DE TRANSPORT;O;2024-05-13;08:00:00;00:05:00;I0g9FsiZISAZogVFz7k2h4WvmG2_tNNshWd2GdR-iQs
6A;PROBLEME DE TRANSPORT;O;2024-05-23;08:00:00;00:05:00;I0g9FsiZISAZogVFz7k2h4WvmG2_tNNshWd2GdR-iQs
1B/C;Motif non encore connu;N;2023-12-21;12:50:00;00:05:00;QMSXYlPZubea3EiBa86bwVxIX9kQj0zX1XSATau4jiM
2A;SANS EXCUSES;O;2024-03-21;10:10:00;00:05:00;BqQWGohht09zImwjfqc_3kHmYQR4YTSJ2cVmGz1xIHQ
2A;SANS EXCUSES;O;2024-04-26;12:50:00;00:05:00;BqQWGohht09zImwjfqc_3kHmYQR4YTSJ2cVmGz1xIHQ
5B;SANS EXCUSES;O;2023-09-14;13:50:00;00:05:00;Y-n3cnKC9KSOYAbodsCLLBXspKrQvNCUDP8r6Z-0xQk
5B;SANS EXCUSES;O;2023-10-12;10:10:00;00:05:00;Y-n3cnKC9KSOYAbodsCLLBXspKrQvNCUDP8r6Z-0xQk
5B;SANS EXCUSES;O;2023-11-23;15:00:00;00:05:00;Y-n3cnKC9KSOYAbodsCLLBXspKrQvNCUDP8r6Z-0xQk
5B;PROBLEME DE TRANSPORT;O;2023-12-19;08:00:00;00:05:00;Y-n3cnKC9KSOYAbodsCLLBXspKrQvNCUDP8r6Z-0xQk
5B;SANS EXCUSES;O;2024-01-23;10:10:00;00:05:00;Y-n3cnKC9KSOYAbodsCLLBXspKrQvNCUDP8r6Z-0xQk
4B;SANS EXCUSES;O;2023-09-22;12:50:00;00:05:00;DBhZzjjKoAHCYqkYhYxx72oXkJ3IHKUhagBJnREviiM
4B;SANS EXCUSES;O;2023-10-05;13:50:00;00:05:00;DBhZzjjKoAHCYqkYhYxx72oXkJ3IHKUhagBJnREviiM
4B;PROBLEME DE TRANSPORT;O;2023-10-12;08:00:00;00:05:00;DBhZzjjKoAHCYqkYhYxx72oXkJ3IHKUhagBJnREviiM
4B;SANS EXCUSES;O;2023-11-08;09:00:00;00:05:00;DBhZzjjKoAHCYqkYhYxx72oXkJ3IHKUhagBJnREviiM
4B;SANS EXCUSES;O;2023-11-30;13:50:00;00:05:00;DBhZzjjKoAHCYqkYhYxx72oXkJ3IHKUhagBJnREviiM
4B;SANS EXCUSES;O;2023-12-12;10:10:00;00:05:00;DBhZzjjKoAHCYqkYhYxx72oXkJ3IHKUhagBJnREviiM
4B;SANS EXCUSES;O;2024-01-23;10:10:00;00:05:00;DBhZzjjKoAHCYqkYhYxx72oXkJ3IHKUhagBJnREviiM
4B;PROBLEME DE TRANSPORT;O;2024-01-25;08:00:00;00:05:00;DBhZzjjKoAHCYqkYhYxx72oXkJ3IHKUhagBJnREviiM
4B;Motif non encore connu;N;2024-01-26;15:00:00;00:08:00;DBhZzjjKoAHCYqkYhYxx72oXkJ3IHKUhagBJnREviiM
