classes;periode;appr;eleve_id
5B;;Mohamed a réalisé un trimestre exceptionnel. Son sérieux au travail et son implication en classe sont unanimement salués. Nous te félicitons pour tes efforts et la qualité de ton comportement d'élève, qui contribue grandement à l'ambiance de la classe. Continue ainsi.                                                                                                                                                                Elève ayant participé à un MUN, Mini-MUN DAUDET (Model of United Nations) organisé en interne par le club du lycée.;lnBDyHr0Zh-SQqFikz-BsTuCUYzreZJSqbqIFmbCmm0
6A;;Très bon trimestre. Les enseignants relèvent tes capacités et apprécie ta volonté et ton dynamisme. Nous t'encourageons à poursuivre dans cette voie et tu atteindra ainsi sans difficulté l'excellence.;m1clfb37wTY8-an9M4MouKKh69FZRSa6NcXX_jcZ9VE
6A;;Des résultats en progrès dans presque toutes les matières. Omar a démontré un engagement remarquable et une évolution positive durant ce trimestre, des efforts qui méritent d'être salués. Nous tenons à encourager Omar à continuer sur cette belle lancée et à s'engager pleinement dans toutes les matières notamment en l'Histoire Géographie en français et en français afin d'exceller au prochain trimestre.;m1clfb37wTY8-an9M4MouKKh69FZRSa6NcXX_jcZ9VE
6A;;Bravo Omar, tu réalises un très bon dernier trimestre qui reflète tes capacités et ta volonté d’apprendre. L’équipe pédagogique salue tes efforts et compte sur toi pour exceller en classe de 5ème. Elève ayant participé à un MUN, Mini-MUN DAUDET (Model of United Nations) organisé en interne par le club du lycée.;m1clfb37wTY8-an9M4MouKKh69FZRSa6NcXX_jcZ9VE
2A;;Un trimestre satisfaisant. Le travail est sérieux, l'ensemble de l'équipe vous encourage à poursuivre vos efforts pour continuer votre progression;lqHV3fJ1ADTENx6RAem9RS-W70N4OPFrDG8f8Zyvz2o
2A;;Un trimestre satisfaisant, l'ensemble de l'équipe souligne votre sérieux et votre investissement. Nous vous encourageons à poursuivre sur cette voie.;lqHV3fJ1ADTENx6RAem9RS-W70N4OPFrDG8f8Zyvz2o
2A;;Un trimestre sérieux qui vient clore une année de qualité. L'ensemble de l'équipe vous félicite pour votre investissement sans failles et votre volonté de progresser.;lqHV3fJ1ADTENx6RAem9RS-W70N4OPFrDG8f8Zyvz2o
1A;;Les résultats sont hétérogènes  voire fragiles et révèlent de nombreuses difficultés notamment en spécialité et en français. Vous devez gagner en régularité et intensifier vos efforts afin de les surmonter.;gIMlSLngj1_RyZWWxPfNzUzR3Ks9EDTMU0QJNtoalEk
1A;;Les résultats sont dans l'ensemble insuffisants, votre travail n'est pas à la hauteur des exigences attendues. Seul un travail conséquent et régulier vous permettra de progresser et de surmonter vos difficultés. Nous comptons sur vous.;gIMlSLngj1_RyZWWxPfNzUzR3Ks9EDTMU0QJNtoalEk
1A;;Un bilan trimestriel très contrasté, satisfaisant dans les matières générales mais vos résultats en spécialité sont inquiétants. Vous devrez fournir un travail conséquent et vous investir à part entière l'an prochain afin de surmonter vos difficultés et de combler vos lacunes.;gIMlSLngj1_RyZWWxPfNzUzR3Ks9EDTMU0QJNtoalEk
3C;;Rita réalise un très bon premier trimestre. Son travail est sérieux et rigoureux, tout comme son attitude en classe. Nous vous encourageons à poursuivre vos efforts afin d'exceller au prochain trimestre.;Y2CGzxSZmWqifGCeBOaSpTK7bZXGEuzkQuR5SJ5W9i0
3C;;Rita réalise un très bon trimestre. Son attitude sérieuse et la qualité de son travail sont saluées. Nous vous invitons à poursuivre les efforts entrepris afin de progresser encore au 3e trimestre.;Y2CGzxSZmWqifGCeBOaSpTK7bZXGEuzkQuR5SJ5W9i0
3C;;Rita réalise un très bon trimestre. Elle fournit un travail de qualité et se montre sérieuse en classe. Des atouts pour son parcours au lycée. Bonne continuation en classe de seconde!;Y2CGzxSZmWqifGCeBOaSpTK7bZXGEuzkQuR5SJ5W9i0
Terminale;;Ziad est un élève sérieux et agréable fournissant un travail rigoureux. Les résultats sont très satisfaisants. Nous t'encourageons à poursuivre tes efforts.;OBvrrUC-OG8Rgbit2mVYSkI3R9HWBUYfQbWlPOTvFfk
Terminale;;Elève compétent et investi. Ziad continue à avoir des résultats satisfaisants à très satisfaisants. Toutes nos félicitations.;OBvrrUC-OG8Rgbit2mVYSkI3R9HWBUYfQbWlPOTvFfk
Terminale;;Très bonne année de Ziad, fruit d'un travail rigoureux et de bonne qualité.  Une forte motivation a permis a Ziad d'acquérir les compétences visées et de réaliser de bonnes performances. Toutes nos félicitations.;OBvrrUC-OG8Rgbit2mVYSkI3R9HWBUYfQbWlPOTvFfk
2A;;Un bon trimestre, le travail est sérieux et l'attitude est irréprochable. L'ensemble de l'équipe vous félicite;O7eIkXN5IzasuUKPXTU6jDkhoq6YE4hSC6ntbf2-vD8
2A;;Un très bon trimestre tant dans votre investissement que du point de vue des résultats. Félicitations;O7eIkXN5IzasuUKPXTU6jDkhoq6YE4hSC6ntbf2-vD8
2A;;Un très bon trimestre qui vient clore une année de qualité. Les progrès ont été notables grâce à un investissement sans failles.  Les compétences de seconde ont été atteintes.;O7eIkXN5IzasuUKPXTU6jDkhoq6YE4hSC6ntbf2-vD8
2A;;Un trimestre fragile. Les difficultés sont nombreuses et ne peuvent etre surmontées qu'avec un investissement conséquent en cours et un travail régulier et approfondi.;_K8Qy5HT8_u948Z6ForrEnFtdpm2RS1ngI0_18vrIgA
2A;;Un trimestre fragile du fait des lacunes préexistantes. Hatab participe plus en classe mais le travail personnel est insuffisant pour espérer surmonter les difficultés.;_K8Qy5HT8_u948Z6ForrEnFtdpm2RS1ngI0_18vrIgA
2A;;Un trimestre très fragile. Hatab n'a pas atteint les compétences de seconde. Les lacunes sont nombreuses et les difficultés s'accroissent. Le travail personnel est superficiel et l'investissement en classe est très inégal;_K8Qy5HT8_u948Z6ForrEnFtdpm2RS1ngI0_18vrIgA
6A;;Mehdi réalise un très bon trimestre en termes de résultats, il  est actif, volontaire et impliqué néanmoins, Mehdi doit faire attention aux bavardages en classe. Nous attendons des efforts dans ce sens au prochain trimestre.;hR-GW2zQZZltTNpqS3nmpXZZrGgGks8gWGYRHDMI3-Q
6A;;C'est un très bon trimestre identique au premier avec des progrès dans certaines disciplines. Les enseignants reconnaissent ton sérieux et ta volonté d'apprendre et t'encouragent à poursuivre dans cette voie afin de terminer l'année de 6e sur une note d'excellence.;hR-GW2zQZZltTNpqS3nmpXZZrGgGks8gWGYRHDMI3-Q
6A;;Mehdi réalise un très bon dernier trimestre. Il a su fournir un travail régulier et de qualité. Nous comptons sur toi pour rester plus attentif en classe afin d’exceller en classe de 5ème.;hR-GW2zQZZltTNpqS3nmpXZZrGgGks8gWGYRHDMI3-Q
Terminale;;Des résultats satisfaisants mais perfectibles. Adam a changé de spécialité au cours de ce trimestre. Poursuis ton travail rigoureux et régulier au deuxième trimestre afin de tirer profit des tes réelles capacités. Nous comptons sur toi.;8XKkjYJifUwvS-EsUweBmn_iC5H_bal8lX3vHc1Fuwc
Terminale;;Résultats mitigés, les progrès sont inégaux. Adam a du potentiel qui peut lui permettre, avec un investissement plus conséquent, d'améliorer ces notes dans toutes les matières. Nos encouragements.;8XKkjYJifUwvS-EsUweBmn_iC5H_bal8lX3vHc1Fuwc
Terminale;;Les résultats d'Adam sont insuffisants en matières de spécialités et  satisfaisants dans les autres disciplines. Adam doit consentir des efforts considérables afin d'améliorer ses résultats.Nous comptons sur toi.;8XKkjYJifUwvS-EsUweBmn_iC5H_bal8lX3vHc1Fuwc
2A;;Un trimestre correct. Il faut cependant accentuer le travail personnel et l'investissement en classe pour exploiter vos capacités. Nous attendons mieux de vous;cVU7GseiHMC-TWyq2kaAIhRcIiWPsk_5L5usOVadFXY
2A;;Un trimestre un peu juste pour Elias. Le travail personnel est trop irrégulier et superficiel pour surmonter certaines difficultés et exploiter pleinement vos capacités.;cVU7GseiHMC-TWyq2kaAIhRcIiWPsk_5L5usOVadFXY
2A;;Un trimestre qui est marqué par des résultats hétérogènes. Le travail personnel est insuffisant et doit être généralisé à l'ensemble des disciplines. Les difficultés ne pourront être surmontées qu'au prix d'efforts conséquents.;cVU7GseiHMC-TWyq2kaAIhRcIiWPsk_5L5usOVadFXY
6A;;Excellent trimestre. Nael est exemplaire dans son attitude, et ce dans toutes les matières. Son travail sérieux et de qualité lui permet d'obtenir de très bon résultats. L'équipe pédagogique te félicites pour tes efforts et la qualité de ta posture d'élève qui apporte beaucoup à la classe. Bravo Nael.;kPdjzeQ_Go2UsWNlo8Htrtp8138Ek0d8SiNdyjvL8yg
6A;;Un excellent second trimestre qui s'inscrit dans la continuité du premier. Les enseignants s'accordent et te félicitent pour ton sérieux, ton implication et apprécient ton attitude positive et volontaire. Ton engagement ta persévérance te mèneront loin. Bravo Nael.;kPdjzeQ_Go2UsWNlo8Htrtp8138Ek0d8SiNdyjvL8yg
6A;;Bravo Nael, tu réalises un excellent trimestre et une magnifique année. Nous te félicitons pour ton travail sérieux et appliqué ainsi que pour ton attitude irréprochable.;kPdjzeQ_Go2UsWNlo8Htrtp8138Ek0d8SiNdyjvL8yg
2B;;Trimestre moyen. Des vraies capacités souvent gâchées par un manque d'investissement en classe et de travail en général. On attend mieux au second trimestre car vous en êtes capable.;D126CQs_qdRdmumGvHlEj-o915Lir5QU-yjYBqjrcrM
2B;;Ismail doit fournir un travail sérieux et régulier pour améliorer ses résultats au troisième trimestre. Tu en es capable et nous attendons un changement radical dans ton attitude afin de pouvoir envisager un passage serein en première.;D126CQs_qdRdmumGvHlEj-o915Lir5QU-yjYBqjrcrM
2B;;Trimestre globalement trop juste. Ismail n'a pas eu la concentration en classe nécessaire pour obtenir de meilleurs résultats. Il va falloir changer d'attitude pour aborder le cycle terminale dans des conditions normales.;D126CQs_qdRdmumGvHlEj-o915Lir5QU-yjYBqjrcrM
3A;;Un trimestre trop juste. Ilyasse n' a pas fourni les efforts de travail personnel attendus d' un élève de troisième, et sa concentration en classe est insuffisante. Il va falloir se remobiliser très vite afin d' aborder l' examen dans de bonnes conditions.;YtuJxkutFaNfFHc_xKn5PdIY1DrbbyBB9EEvcKIaRz8
3A;;Un trimestre insuffisant. Ilyasse n' a toujours pas fourni les efforts de travail personnel nécessaires à sa réussite. L' attitude en classe est souvent positive, mais elle devrait s' accompagner d' efforts constants de révisions, à 3 mois du DNB ! Nous attendons une réaction au dernier trimestre, qui parait indispensable pour envisager la réussite à l' examen et au lycée.;YtuJxkutFaNfFHc_xKn5PdIY1DrbbyBB9EEvcKIaRz8
3A;;Un ensemble trop irrégulier. Ilyasse a accentué ses efforts dans quelques matières, s' est montré globalement sérieux et impliqué en classe, mais ses résultats sont encore un peu justes. L' année de seconde s' annonce difficile : il faudra accentuer nettement le travail personnel pour y réussir.;YtuJxkutFaNfFHc_xKn5PdIY1DrbbyBB9EEvcKIaRz8
4B;;Très bon trimestre, nous vous félicitons pour vos efforts soutenus, continuez ainsi !;VjE0xGxe4jSEegKJNWlJ5L0rELWHJ827VLhg39oBmDQ
4B;;Le conseil de classe vous félicite pour cet excellent trimestre. Continuez ainsi.;VjE0xGxe4jSEegKJNWlJ5L0rELWHJ827VLhg39oBmDQ
4B;;Excellent trimestre et bilan annuel très positif. De réels progrès dans l'assurance à l'oral. Admission en troisième avec toutes nos félicitations.;VjE0xGxe4jSEegKJNWlJ5L0rELWHJ827VLhg39oBmDQ
6A;;Yahya réalise un excellent trimestre. L'équipe pédagogique salue ton sérieux et ton travail de qualité et apprécie ton attitude positive en classe. ton souci de bien faire et ta constance sont remarquables. Félicitations et bonne continuation.;FQN-QeltnRtNSYog9hytFDIeSjE6A2lmr29PbsUR1Hw
6A;;Yahya obtient un très bon trimestre et d'excellents résultats. l'ensemble des enseignants te félicite pour ton implication, ton sérieux ainsi que la qualité de ton travail et t'invite à généraliser tes efforts dans toutes les matières.;FQN-QeltnRtNSYog9hytFDIeSjE6A2lmr29PbsUR1Hw
6A;;Yahia réalise un excellent trimestre, nous te félicitons pour le travail de qualité et régulier que tu as su fournir tout au long de l’année.;FQN-QeltnRtNSYog9hytFDIeSjE6A2lmr29PbsUR1Hw
3A;;Un premier trimestre un peu timide. Les résultats sont plutôt corrects et Ziryab s' est montré globalement attentif et sérieux en classe. Cependant, l' implication à l' oral est un peu faible, et le travail personnel peut encore être renforcé. Nous t' encourageons à te montrer plus ambitieux au prochain trimestre afin d' exploiter pleinement tes capacités certaines.;m64Plm8odXbt2nL2BmtX4D7BCqA1Ga2zptqaTL4_fxY
3A;;Un bon trimestre. Ziryab a fait preuve d' une attitude sérieuse et concentrée durant les cours, et son travail personnel régulier entraine des progrès. Les professeurs l' encouragent à conserver cette attitude propice aux apprentissages et à renouveler ses efforts de révisions afin de renforcer encore les capacités.;m64Plm8odXbt2nL2BmtX4D7BCqA1Ga2zptqaTL4_fxY
3A;;Un bon trimestre, durant lequel Ziryab s' est de nouveau montré sérieux et attentif. Les progrès sont continus dans plusieurs matières même si certaines bases restent à consolider. Pour réussir au lycée, les efforts de travail personnel devront être encore accentués.;m64Plm8odXbt2nL2BmtX4D7BCqA1Ga2zptqaTL4_fxY
5C;;Un trimestre trop juste, avec certains résultats inquiétants. Zacharia a globalement manqué de concentration et d' implication en classe, et son travail personnel a été trop léger. Il va falloir se montrer plus sérieux et fournir de réels efforts au prochain trimestre.;aqY7fEhKVm_10N6XdS74Wb5jXrDYuOSdKGovnyC7Si8
5C;;Un ensemble insuffisant. Des progrès sont relevés dans quelques matières, mais dans l' ensemble l' investissement de Zacharia n' est pas à la hauteur : le travail personnel est très irrégulier et parasité par de nombreux bavardages. Il va falloir se montrer beaucoup plus sérieux au dernier trimestre, afin d' envisager sereinement un passage en quatrième.;aqY7fEhKVm_10N6XdS74Wb5jXrDYuOSdKGovnyC7Si8
5C;;Un trimestre très inquiétant. Zacharia n' a pas suivi les mises en garde du conseil de classe : son travail personnel est resté superficiel et son manque de sérieux et de concentration sont un obstacle à ses progrès. Les bases sont trop fragiles pour réussir en quatrième. Il va falloir prendre conscience cet été de ce qu' implique une scolarité au collège. Le conseil de classe propose à la famille un maintien en cinquième afin de consolider les acquis.;aqY7fEhKVm_10N6XdS74Wb5jXrDYuOSdKGovnyC7Si8
3A;;Un excellent trimestre, avec des résultats souvent remarquables. Ghali s' est montré sérieux, investi dans son travail personnel et dynamique à l' oral. Félicitations Ghali, nous comptons sur toi pour continuer ainsi afin de faire de cette année de troisième une grande réussite.;1cSJAlnIlvPr6IuRL9sK5lV5sXikHn8UXtF8cDcNKzQ
3A;;Un bilan remarquable à tous les niveaux : comportement, travail, résultats. Félicitations Ghali, ne change rien !;1cSJAlnIlvPr6IuRL9sK5lV5sXikHn8UXtF8cDcNKzQ
3A;;De nouveau un trimestre remarquable, avec des résultats réguliers et une attitude très volontaire et positive face au travail. Ghali a toutes les bases pour continuer à exceller au lycée, mais il devra soigner et canaliser sa graphie devenue un peu débordante. Félicitations pour ton année Ghali, nous t' attendons au même niveau l' an  prochain. Elève ayant participé à un MUN (Model of United Nations) organisé en externe, OSUIMUN.;1cSJAlnIlvPr6IuRL9sK5lV5sXikHn8UXtF8cDcNKzQ
3B;;Un bilan inquiétant. Lina montre aucun sérieux, aucune implication et aucun travail.;IoWYVKZn2CGNx-VZ5dL0YckjmAdY7TE-cVdnI4dPvjc
3B;;Travail insuffisant. Vos résultats sont en dessous du potentiel. Pour progresser, nous vous invitons à vous concentrer davantage et à vous investir sérieusement dans vos études en classe et dans votre travail personnel.;IoWYVKZn2CGNx-VZ5dL0YckjmAdY7TE-cVdnI4dPvjc
3B;;Résultats fragiles. Lina est volontaire. Malgré quelques progrès, il est crucial de s'accrocher et d'améliorer l'implication en classe et la régularité du travail personnel dans toutes les matières pour réussir votre DNB. Vous en êtes capable. Bon courage.;IoWYVKZn2CGNx-VZ5dL0YckjmAdY7TE-cVdnI4dPvjc
1A;;C'est un excellent trimestre, fruit d'un travail sérieux et d'un investissement en classe de qualité. Nous vous en félicitons.;9W7PDf6tNgiXgJ2GUmtLbhqL_RXtyHo3LCrd_OfQvPk
1A;;C'est un excellent trimestre, La qualité et le sérieux de votre travail ainsi que  votre investissement sans faille en classe sont soulignés dans l'ensemble des disciplines. Nous vous en félicitons.;9W7PDf6tNgiXgJ2GUmtLbhqL_RXtyHo3LCrd_OfQvPk
1A;;Un bilan trimestriel très satisfaisant, à l'image de cette année, fruit d'un travail de qualité et d'un investissement actif en classe. Félicitations.;9W7PDf6tNgiXgJ2GUmtLbhqL_RXtyHo3LCrd_OfQvPk
6A;;Trimestre satisfaisant. L'équipe pédagogique reconnait tes capacités et souligne le manque de concentration et le manque de régularité dans le travail personnel. Afin de progresser des efforts sont attendus dans ce sens au prochain trimestre. Nous avons confiance en toi.;NkINpUUkv8Yn3mBLdIWseVXy9EdGH4IPFEXTNl3Szbw
6A;;Un trimestre satisfaisant. Tandis que des progrès en termes de résultats sont constatés dans plusieurs disciplines, un manque de concentration et des bavardages ont été relevés. Nous encourageons Adam à continuer sur cette belle lancée en élargissant ses efforts à toutes les matières et en restant concentré afin d'atteindre ton plein potentiel le prochain trimestre.;NkINpUUkv8Yn3mBLdIWseVXy9EdGH4IPFEXTNl3Szbw
6A;;Trimestre fragile, marqué par une baisse des résultats. Les capacités sont là mais Adam a relâché ses efforts pour ce dernier trimestre. Nous comptons sur toi pour redoubler d’efforts dans le travail personnel, mais aussi en concentration de manière à être attentif et prêt à travailler en classe.;NkINpUUkv8Yn3mBLdIWseVXy9EdGH4IPFEXTNl3Szbw
Terminale;;Mohamed Yassine est un élève investi et actif. L'ensemble est satisfaisant et la progression est continue. Nous t'invitons à soutenir tes efforts et à les généraliser sur toutes les matières afin de progresser au deuxième trimestre.;MOk-pJQ0AqHpckv25vMnXp3hj97P7oCKeQ7gQoJhpVE
Terminale;;Grâce à son sérieux  et à son dynamisme, Mohamed Yassine a pu progresser dans la quasi-totalité des matières. Cependant, ses résultats en SES démontrent des lacunes qu'il faudra combler au troisième trimestre avec plus de concentration et de rigueur. Tu en es capable.;MOk-pJQ0AqHpckv25vMnXp3hj97P7oCKeQ7gQoJhpVE
Terminale;;Mohamed Yassine est un élève attentif et motivé.  Nous saluons ses efforts louables qui lui ont permis une progression continue et généralisée tout au long de l'année et notamment en matières de spécialités. Nos encouragements.;MOk-pJQ0AqHpckv25vMnXp3hj97P7oCKeQ7gQoJhpVE
5B;;Yassmine obtient de bons résultats, . L'équipe pédagogique reconnait ton sérieux, ton implication et tes efforts fournis dans toutes les matières et t'invite à les intensifier en histoire-géographie et en français. Nous t'encourageons et comptons sur toi le prochain trimestre.;wfXt_U1KMZbK6JiFELbImSqWZ-xPuy3ygMtPLd40xRk
5B;;Yassmine réalise un très bon deuxième trimestre  L'équipe pédagogique salue ton sérieux et ton travail de qualité et apprécie ton attitude positive en classe, ton souci de bien faire et ta constance sont remarquables. Continue ainsi.;wfXt_U1KMZbK6JiFELbImSqWZ-xPuy3ygMtPLd40xRk
5B;;Yassmine a accompli un bon trimestre. L'équipe pédagogique reconnaît ton sérieux et la qualité de ton travail, et apprécie également ton attitude positive en classe. Les adaptations mises en place t'ont permis de progresser tout au long de l'année. Ton engagement pour bien faire et ton implication sont remarquables. Poursuis dans cette voie.;wfXt_U1KMZbK6JiFELbImSqWZ-xPuy3ygMtPLd40xRk
6A;;Un trimestre inquiétant. L'ensemble des professeurs souligne le manque de travail et d'attention en classe, Jannat n'adopte pas la posture d'un élève et ne fournit pas assez d'efforts pour progresser. Il va falloir se ressaisir le plutôt possible pour ne pas accumuler des lacunes qui risquent de gêner ta progression. L'équipe pédagogique compte sur toi le prochain trimestre pour cesser les bavardages, s'impliquer en classe et intensifier le travail personnel.;K0Wt6oEfvrIJdGXMuYaWbMMDlS6lz0tZPy6AQILeAzM
6A;;Trimestre juste. Jannat a réalisé des progrès en termes de résultats, ce qui témoigne de ses capacités et de son potentiel. Cependant , le manque de concentration et les bavardages persistent encore. L'équipe pédagogique salue tes efforts et t'invite à les généraliser dans toutes les disciplines en restant attentive en classe et concentrée afin d'atteindre ton plein potentiel.;K0Wt6oEfvrIJdGXMuYaWbMMDlS6lz0tZPy6AQILeAzM
6A;;Trimestre juste à l’image du précédent. Des efforts ont été soulignés pour ce trimestre mais qui restent largement insuffisants pour réussir une classe de 5ème. Des efforts sont attendus l’année prochaine, il va falloir fournir un travail personnel régulier et gagner en concentration.;K0Wt6oEfvrIJdGXMuYaWbMMDlS6lz0tZPy6AQILeAzM
4C;;Un trimestre irrégulier. Nous vous encourageons à suivre les conseils de vos enseignants afin d'obtenir un meilleur bilan. Vous en êtes capable.;zbBEU9kOpzAVh4UEJe73lGM3vKVsrUnxQpYITrgQYRE
4C;;Bilan assez irrégulier, certains résultats sont relativement fragiles. Nous vous encourageons à être plus investi et rigoureux dans votre travail pour progresser de manière constante.;zbBEU9kOpzAVh4UEJe73lGM3vKVsrUnxQpYITrgQYRE
4C;;Un trimestre convenable, marqué à la fois par des fragilités et des progrès. Youssef devra redoubler d'efforts en termes de concentration pour aborder l'année de troisième dans les meilleures conditions.;zbBEU9kOpzAVh4UEJe73lGM3vKVsrUnxQpYITrgQYRE
5B;;Dalia réalise un excellent trimestre. L'équipe pédagogique salue ton sérieux et ton travail de qualité et apprécie ton attitude positive en classe, ton souci de bien faire et ta constance sont remarquables. Félicitations. Continue ainsi..;0jf1GItzswu98Dhjv7GjlFwLPJAhrcsu15BT0hbP1Yg
5B;;Dalia a accompli un trimestre remarquable. Les enseignants reconnaissent ton sérieux et la qualité de ton travail, tout en appréciant ton attitude positive en classe. Ton engagement pour bien faire et ta régularité sont particulièrement notables. Félicitations pour cette réussite ! Continue sur cette lancée.;0jf1GItzswu98Dhjv7GjlFwLPJAhrcsu15BT0hbP1Yg
5B;;Dalia a réalisé un trimestre remarquable. Les enseignants reconnaissent ton sérieux et la qualité de ton travail, tout en appréciant ton attitude positive en classe. Félicitations pour cette réussite ! Poursuis dans cette voie.                                                                                                                                                                                                                                                                                                                      Elève ayant participé à un MUN, Mini-MUN DAUDET (Model of United Nations) organisé en interne par le club du lycée.;0jf1GItzswu98Dhjv7GjlFwLPJAhrcsu15BT0hbP1Yg
5A;;Ensemble correct mais trop irrégulier. Vous êtes en deçà de votre potentiel. Vous devez fournir davantage de travail personnel tout en restant bien concentré en classe et cesser les bavardages. Nous attendons bien mieux au prochain trimestre !;Phtk45yjLwcVWQ4ai7m4JXim5KEWfgPxeQ34eNLsW4Q
5A;;Trimestre satisfaisant et en progression, les enseignants soulignent vos efforts fournis et vous encouragent également à intensifier vos efforts dans le travail personnel et à vous concentrer davantage en classe afin de gagner en assurance et en régularité ! et atteindre votre plein potentiel. Vous en êtes capables. Bonne continuation Hicham !;Phtk45yjLwcVWQ4ai7m4JXim5KEWfgPxeQ34eNLsW4Q
5A;;Bilan général satisfaisant , des résultats en progression dans quelques matières cependant il va falloir fournir davantage  d'efforts l'année prochaines notamment en mathématiques.!;Phtk45yjLwcVWQ4ai7m4JXim5KEWfgPxeQ34eNLsW4Q
3C;;Un bilan hétérogène. Hiba se montre sérieuse et travailleuse en classe, qualités qui font l'unanimité. Nous vous encourageons à garder cette même attitude positive et à intensifier votre travail personnel afin de consolider vos compétences de compréhension et d'analyse. Nos encouragements.;TDcOZTTefHvGUZdVyHRtKUI7UoCg7JMB16sS9_YgTM4
3C;;Un bilan hétérogène. Si Hiba a su progresser dans certaines disciplines, les difficultés demeurent importantes en français, histoire et mathématiques. Nous vous invitons à intensifier votre travail personnel afin de progresser au prochain trimestre.;TDcOZTTefHvGUZdVyHRtKUI7UoCg7JMB16sS9_YgTM4
3C;;Hiba a su réaliser des efforts et se montre sérieuse en classe. Néanmoins les fragilités restent importantes et certains résultats sont inquiétants. Il vous faudra redoubler d'investissement et de travail personnel pour surmonter les difficultés de la classe de seconde.;TDcOZTTefHvGUZdVyHRtKUI7UoCg7JMB16sS9_YgTM4
3A;;C' est un bon trimestre dans l' ensemble, avec des résultats corrects. Les professeurs estiment cependant que les capacités de Chorouk devraient lui permettre de faire bien mieux. Au deuxième trimestre, il faudra se montrer plus attentive en classe, cesser les bavardages et renforcer le travail personnel, notamment dans les langues. Nous comptons sur toi Chorouk pour te montrer plus ambitieuse.;NuFLagPf86o9xiqsuRBO64qL-brsuVC_jWWPetbpvW8
3A;;C' est un très bon trimestre, dans lequel Chorouk a fourni les efforts de concentration qui lui étaient demandés, et plusieurs professeurs saluent ses progrès et son implication. Les capacités sont certaines : en renouvelant les efforts de travail personnel, Chorouk pourra envisager avec ambition le DNB et son entrée au lycée.;NuFLagPf86o9xiqsuRBO64qL-brsuVC_jWWPetbpvW8
3A;;Un bon trimestre pour Chorouk, qui a renouvelé ses efforts de concentration et d' implication en classe. L' évolution est positive, les résultats satisfaisants, et permettent d' envisager sereinement le lycée. Le travail personnel devra cependant encore être accentué dans plusieurs matières l' an prochain. Bravo pour ton année !;NuFLagPf86o9xiqsuRBO64qL-brsuVC_jWWPetbpvW8
5A;;Des résultats très satisfaisants ,grâce à un travail de qualité. Malheureusement ce bilan est quelque peu terni par des amusements et des bavardages en classe qui sont gênants. EN cessant votre agitation, vos résultats vont augmenter afin d'atteindre l'excellence. Nous comptons sur vous. pour vous montrer plus mature et plus  sérieux au prochain trimestre .;dfDIl-cfO5wYW1djNXWRh6Lqp5wVNvpYRKv7-bL-Ie0
5A;;Très bon trimestre, avec des résultats très satisfaisants voire remarquables dans certaines matières. Mehdi s'est montré très sérieux et régulier dans son travail , nous vous encourageons à redoubler  d'efforts et de concentration au prochain trimestre . Félicitation Mehdi !;dfDIl-cfO5wYW1djNXWRh6Lqp5wVNvpYRKv7-bL-Ie0
5A;;Résultats très satisfaisants et bilan général très réussi ,toutefois Mehdi gagnerait beaucoup en se montrant  plus attentif et plus sérieux lors des cours en classe afin d'atteindre l'excellence en quatrième , il en est bien capable  !;dfDIl-cfO5wYW1djNXWRh6Lqp5wVNvpYRKv7-bL-Ie0
1B/C;;Bon bilan dans l'ensemble. Votre sérieux, votre rigueur et votre persévérance sont remarqués. Nous vous encourageons à continuer ainsi.;qytKdqpM1m1lc1PzdbT3tGMwwDtu8mlxoC0vm0HcsTk
1B/C;;C'est un bon trimestre dans l'ensemble. Votre sérieux et votre implication remarqués en classe devraient vous permettre de progresser encore. Nous comptons sur vous.;qytKdqpM1m1lc1PzdbT3tGMwwDtu8mlxoC0vm0HcsTk
1A;;Les résultats sont satisfaisants, hormis en spécialité où vous faites face à de nombreuses difficultés. Nous vous encourageons à poursuivre et intensifier vos efforts afin de les surmonter.;qytKdqpM1m1lc1PzdbT3tGMwwDtu8mlxoC0vm0HcsTk
5A;;De très bon bilan dans l'ensemble grâce à votre travail de qualité et votre volonté certaine de progresser et d'exceller.  Cependant vpous devez intensifier votre travail personnel pour atteindre l'excellence. C'est quand même très bien. Félicitations.;gwmFQf-IyLAWOTxNb5wz1hdFEMIb2miZRl75bMTdgSU
5A;;Très bon trimestre avec des résultats remarquables, Youssef a de solides capacités dans toutes les matières , on vous félicite pour la qualité des résultats obtenus ,et on vous invite à continuer ainsi  tout en gardant le même dynamisme et ambition le troisième trimestre  . Félicitation Youssef !;gwmFQf-IyLAWOTxNb5wz1hdFEMIb2miZRl75bMTdgSU
5A;;De très bons résultats dans l'ensemble. Votre travail et votre investissement tout au  long  de l'année ont été constatés. Cependant, il faut maintenir les efforts dans l'ensemble des disciplines afin de bien réussir en quatrième.;gwmFQf-IyLAWOTxNb5wz1hdFEMIb2miZRl75bMTdgSU
1A;;Les résultats sont hétérogènes et particulièrement fragiles en spécialité. Nous vous encourageons à poursuivre et intensifier vos efforts afin de surmonter vos difficultés.;2Dstl4nD5FvsxwtVwcRss2ARYjelctyUuQRWLgC8PeM
